file,time_steps,duration_s,active_cells,total_events,random_intercepted,random_isr,random_mean_delay_s,random_unique_bands,greedy_intercepted,greedy_isr,greedy_mean_delay_s,greedy_unique_bands,neural_intercepted,neural_isr,neural_mean_delay_s,neural_median_delay_s,neural_max_delay_s,neural_unique_bands_hit,neural_unique_bands_scanned,neural_scan_hit_rate,oracle_intercepted,oracle_isr,oracle_mean_delay_s,oracle_schedule_scans,neural_vs_oracle_capture,neural_common_events_with_oracle,neural_common_delay_s,oracle_delay_on_neural_common_s,neural_common_excess_delay_s,random_vs_oracle_capture,greedy_vs_oracle_capture,random_common_excess_delay_s,greedy_common_excess_delay_s
config_0.h5,589,29.450000000000003,453,24,8,0.3333333333333333,1.34375,2,4,0.16666666666666666,0.0,1,10,0.4166666666666667,0.8,0.8250000000000001,1.75,2,36,0.02207130752503872,24,1.0,0.006250000000000001,24,0.4166666666666667,10,0.8,0.005,0.795,0.3333333333333333,0.16666666666666666,1.3375,0.0
